ensg gene_name
ENSG00000266578 AP001025.1
ENSG00000266583 MIR4478
ENSG00000266588 AC006441.4
ENSG00000266589 MIR4512
ENSG00000266590 NA
ENSG00000266591 NA
ENSG00000266599 AC079336.4
ENSG00000266602 AC008109.1
ENSG00000266604 LINC01887
ENSG00000266610 RN7SL176P
ENSG00000266620 NA
ENSG00000266634 MIR3972
ENSG00000266640 MIR4754
ENSG00000266645 MIR4299
ENSG00000266649 MIR3126
ENSG00000266651 AC093484.4
ENSG00000266652 NA
ENSG00000266666 MIR4325
ENSG00000266667 AC005703.4
ENSG00000266670 NA
ENSG00000266675 NA
ENSG00000266677 AC087164.1
ENSG00000266692 RF00285
ENSG00000266705 MIR4437
ENSG00000266708 AP001793.1
ENSG00000266709 MGC12916
ENSG00000266712 MIR3149
ENSG00000266719 MIR4676
ENSG00000266733 TBC1D29
ENSG00000266737 NA
ENSG00000266740 MIR4708
ENSG00000266750 MIR4645
ENSG00000266761 MIR3194
ENSG00000266765 AC137735.1
ENSG00000266774 AC116003.2
ENSG00000266778 NA
ENSG00000266793 NA
ENSG00000266808 MIR548AE1
ENSG00000266821 AC018521.7
ENSG00000266824 AC129492.4
ENSG00000266830 AC061975.6
ENSG00000266843 NA
ENSG00000266844 AC093330.1
ENSG00000266846 AP001021.2
ENSG00000266850 AC090912.2
ENSG00000266869 AC005993.1
ENSG00000266875 RN7SL408P
ENSG00000266881 NA
ENSG00000266887 MIR4535
ENSG00000266893 AC005394.1
ENSG00000266893 AC005394.1
ENSG00000266893 AC005394.1
ENSG00000266896 AL354892.3
ENSG00000266904 LINC00663
ENSG00000266908 AL109935.2
ENSG00000266913 LINC01841
ENSG00000266916 ZNF793-AS1
ENSG00000266918 AC091132.3
ENSG00000266923 AC063949.2
ENSG00000266928 AC020905.1
ENSG00000266933 AC005775.1
ENSG00000266951 AC093072.1
ENSG00000266952 LINC01538
ENSG00000266953 AC092073.1
ENSG00000266956 NA
ENSG00000266964 FXYD1
ENSG00000266965 AC090220.1
ENSG00000266967 AARSD1
ENSG00000266969 AP002449.1
ENSG00000266978 AC011511.2
ENSG00000266985 AC010485.1
ENSG00000266988 AC021517.1
ENSG00000266990 AC004528.1
ENSG00000266997 AC090227.1
ENSG00000266998 AC111182.1
ENSG00000267007 AC012615.2
ENSG00000267009 AC007780.1
ENSG00000267010 NA
ENSG00000267013 LINC01929
ENSG00000267014 LINC01532
ENSG00000267022 AC067968.1
ENSG00000267034 AC010980.2
ENSG00000267035 AC015911.2
ENSG00000267038 AC105094.1
ENSG00000267039 AC016493.1
ENSG00000267040 AC027097.1
ENSG00000267040 AC027097.1
ENSG00000267040 AC027097.1
ENSG00000267040 AC027097.1
ENSG00000267047 AC040977.2
ENSG00000267048 AC092143.3
ENSG00000267051 AP005229.1
ENSG00000267053 AC012617.1
ENSG00000267054 AC008738.1
ENSG00000267057 LINC01905
ENSG00000267058 AC006213.2
ENSG00000267059 AC005943.1
ENSG00000267060 PTGES3L
ENSG00000267061 AC090213.1
ENSG00000267063 AC006130.1
ENSG00000267065 LINC02080
ENSG00000267067 NA
ENSG00000267069 AP005264.1
ENSG00000267070 AC026458.2
ENSG00000267072 NAGPA-AS1
ENSG00000267073 AC005256.1
ENSG00000267074 AC015911.3
ENSG00000267079 AP001269.2
ENSG00000267080 ASB16-AS1
ENSG00000267081 AC011507.1
ENSG00000267082 AC011472.1
ENSG00000267096 AC008735.1
ENSG00000267097 SLC14A2-AS1
ENSG00000267098 AC113137.1
ENSG00000267101 AC090376.1
ENSG00000267104 TBC1D3P1-DHX40P1
ENSG00000267107 PCAT19
ENSG00000267109 AC011990.1
ENSG00000267112 AC098848.1
ENSG00000267120 AD000671.2
ENSG00000267121 AC008105.3
ENSG00000267123 LINC02081
ENSG00000267127 AC090360.1
ENSG00000267130 AC008738.2
ENSG00000267134 LINC01924
ENSG00000267136 AP005131.1
ENSG00000267139 AC005262.2
ENSG00000267140 AC007998.2
ENSG00000267143 AP001120.2
ENSG00000267147 LINC01842
ENSG00000267149 AC011476.2
ENSG00000267149 AC011476.2
ENSG00000267149 AC011476.2
ENSG00000267149 AC011476.2
ENSG00000267149 AC011476.2
ENSG00000267149 AC011476.2
ENSG00000267150 AC006557.1
ENSG00000267159 AC005379.1
ENSG00000267160 AC091152.2
ENSG00000267161 NA
ENSG00000267163 NA
ENSG00000267173 AC245748.1
ENSG00000267174 AC011472.2
ENSG00000267175 AC105094.2
ENSG00000267179 AC008770.2
ENSG00000267191 AC006213.3
ENSG00000267192 AC006116.4
ENSG00000267193 AC023421.2
ENSG00000267194 NA
ENSG00000267195 MIR212
ENSG00000267198 AC091132.4
ENSG00000267200 MIR132
ENSG00000267202 AC090386.1
ENSG00000267206 LCN6
ENSG00000267209 LINC01897
ENSG00000267213 AC007773.1
ENSG00000267222 AC107993.1
ENSG00000267225 WDR7-OT1
ENSG00000267226 AC104971.1
ENSG00000267228 AC012254.2
ENSG00000267242 NA
ENSG00000267243 AC005381.1
ENSG00000267243 AC005381.1
ENSG00000267243 AC005381.1
ENSG00000267243 AC005381.1
ENSG00000267248 AC025048.2
ENSG00000267250 AC011591.1
ENSG00000267251 AC139100.1
ENSG00000267254 ZNF790-AS1
ENSG00000267257 AC105105.1
ENSG00000267259 ERVE-1
ENSG00000267261 AC099811.2
ENSG00000267265 AC011476.3
ENSG00000267265 AC011476.3
ENSG00000267265 AC011476.3
ENSG00000267265 AC011476.3
ENSG00000267265 AC011476.3
ENSG00000267267 NA
ENSG00000267268 NA
ENSG00000267270 PARD6G-AS1
ENSG00000267272 LINC01140
ENSG00000267279 AC090409.1
ENSG00000267281 AC023509.3
ENSG00000267282 AC011481.2
ENSG00000267286 AP001198.2
ENSG00000267296 CEBPA-DT
ENSG00000267299 AC011444.3
ENSG00000267302 RNFT1-DT
ENSG00000267303 AC011511.4
ENSG00000267308 LINC01764
ENSG00000267311 AC007673.1
ENSG00000267313 KC6
ENSG00000267316 AC090409.2
ENSG00000267318 AC005702.1
ENSG00000267321 LINC02001
ENSG00000267322 SNHG22
ENSG00000267327 AC009271.1
ENSG00000267334 AC015936.1
ENSG00000267335 AC008687.1
ENSG00000267337 LINC01478
ENSG00000267338 AP000365.1
ENSG00000267344 AC003070.1
ENSG00000267348 GEMIN7-AS1
ENSG00000267354 AC091151.1
ENSG00000267359 AC015911.6
ENSG00000267364 AC022706.1
ENSG00000267365 KCNJ2-AS1
ENSG00000267374 AC016205.1
ENSG00000267375 AC008649.2
ENSG00000267383 AC011447.3
ENSG00000267385 AC011498.4
ENSG00000267391 MIR122HG
ENSG00000267393 AP002439.1
ENSG00000267399 AC006305.2
ENSG00000267402 TCF4-AS2
ENSG00000267407 AC008794.1
ENSG00000267409 AC068473.4
ENSG00000267413 LINC01901
ENSG00000267423 AC005616.1
ENSG00000267426 AC087289.3
ENSG00000267432 DNAH17-AS1
ENSG00000267437 AC012309.2
ENSG00000267443 AC010641.1
ENSG00000267448 AC010649.1
ENSG00000267452 LINC02073
ENSG00000267454 ZNF582-AS1
ENSG00000267460 NA
ENSG00000267461 AC079210.1
ENSG00000267467 APOC4
ENSG00000267470 ZNF571-AS1
ENSG00000267475 AC008736.1
ENSG00000267476 AC104365.1
ENSG00000267481 AC011477.2
ENSG00000267484 AC027319.1
ENSG00000267489 LINC01837
ENSG00000267493 CIRBP-AS1
ENSG00000267498 AC007786.1
ENSG00000267501 AC104365.2
ENSG00000267508 ZNF285
ENSG00000267510 AC011451.1
ENSG00000267517 LINC01855
ENSG00000267519 AC020916.1
ENSG00000267520 AC010733.2
ENSG00000267521 AC016168.1
ENSG00000267522 LINC01864
ENSG00000267523 AC008735.2
ENSG00000267528 AC008991.1
ENSG00000267529 AP005131.4
ENSG00000267530 LINC01836
ENSG00000267532 MIR497HG
ENSG00000267534 S1PR2
ENSG00000267543 AC015802.3
ENSG00000267547 AC060766.4
ENSG00000267549 AC006116.8
ENSG00000267550 AC022517.1
ENSG00000267552 AC093227.2
ENSG00000267559 AL158154.2
ENSG00000267561 AC093155.3
ENSG00000267562 NA
ENSG00000267567 AC008736.2
ENSG00000267568 AC016168.2
ENSG00000267574 AC011474.3
ENSG00000267575 AC006504.5
ENSG00000267575 AC006504.5
ENSG00000267575 AC006504.5
ENSG00000267575 AC006504.5
ENSG00000267577 AC010327.3
ENSG00000267579 AC104971.2
ENSG00000267580 AC008738.3
ENSG00000267581 AC011477.4
ENSG00000267582 AC020916.2
ENSG00000267586 LINC00907
ENSG00000267593 LINC01926
ENSG00000267599 AC008794.2
ENSG00000267601 AC022966.1
ENSG00000267605 AC016590.1
ENSG00000267618 RAD51L3-RFFL
ENSG00000267625 AC015911.9
ENSG00000267626 AC002115.1
ENSG00000267627 AC118757.1
ENSG00000267629 AC138430.1
ENSG00000267631 CGB1
ENSG00000267633 AC008686.1
ENSG00000267645 AC105052.3
ENSG00000267646 AC008543.5
ENSG00000267650 AC008742.1
ENSG00000267651 AC015961.1
ENSG00000267653 AC002546.1
ENSG00000267657 NA
ENSG00000267658 AC099811.3
ENSG00000267659 LINC01482
ENSG00000267662 AC025809.1
ENSG00000267666 AC004156.1
ENSG00000267668 NA
ENSG00000267670 AC022098.2
ENSG00000267671 NA
ENSG00000267673 FDX2
ENSG00000267674 AC090227.2
ENSG00000267677 AC016229.2
ENSG00000267680 ZNF224
ENSG00000267682 AC016590.2
ENSG00000267686 AC090771.2
ENSG00000267688 KF456478.1
ENSG00000267690 LDLRAD4-AS1
ENSG00000267694 AP005131.5
ENSG00000267695 AC105227.1
ENSG00000267697 LUZP6
ENSG00000267701 NA
ENSG00000267703 AC020917.2
ENSG00000267705 AC104365.3
ENSG00000267706 AC020922.1
ENSG00000267707 AC015961.2
ENSG00000267709 AC024592.2
ENSG00000267710 EDDM13
ENSG00000267711 AC060766.6
ENSG00000267719 LINC02078
ENSG00000267724 AC012254.3
ENSG00000267727 AC008738.5
ENSG00000267731 AC005332.2
ENSG00000267735 AC020934.2
ENSG00000267737 AC087645.2
ENSG00000267740 AC024592.3
ENSG00000267745 AC060766.7
ENSG00000267747 NA
ENSG00000267748 AC011479.1
ENSG00000267755 AC005329.2
ENSG00000267757 EML2-AS1
ENSG00000267759 NA
ENSG00000267761 MIR4527HG
ENSG00000267764 AC093567.1
ENSG00000267765 AC100793.3
ENSG00000267766 AC022726.1
ENSG00000267767 LINC01801
ENSG00000267778 AC004221.1
ENSG00000267784 AC010680.1
ENSG00000267787 AC027097.2
ENSG00000267787 AC027097.2
ENSG00000267787 AC027097.2
ENSG00000267787 AC027097.2
ENSG00000267789 AC100775.1
ENSG00000267796 LIN37
ENSG00000267801 AC087289.5
ENSG00000267802 NA
ENSG00000267808 AC018755.1
ENSG00000267827 AC011468.2
ENSG00000267828 RF00019
ENSG00000267855 NDUFA7
ENSG00000267857 AL133499.1
ENSG00000267871 ZNF460-AS1
ENSG00000267881 AC243967.1
ENSG00000267882 AL031666.2
ENSG00000267886 AC074135.1
ENSG00000267890 AC010624.2
ENSG00000267893 NA
ENSG00000267898 AC026803.2
ENSG00000267905 AC008750.3
ENSG00000267918 NA
ENSG00000267919 AC009955.2
ENSG00000267927 AC010320.1
ENSG00000267939 AC008946.1
ENSG00000267940 AC022762.2
ENSG00000267952 AC008878.1
ENSG00000267954 AP000349.1
ENSG00000267963 NA
ENSG00000267968 AC011523.1
ENSG00000267978 MAGEA9B
ENSG00000267979 NA
ENSG00000267984 AC008750.4
ENSG00000267987 NA
ENSG00000268001 CARD8-AS1
ENSG00000268006 PTOV1-AS1
ENSG00000268009 SSX4
ENSG00000268015 AC010320.2
ENSG00000268028 NA
ENSG00000268032 NA
ENSG00000268038 LINC01785
ENSG00000268040 NA
ENSG00000268043 NBPF12
ENSG00000268047 AC018766.1
ENSG00000268049 AC012313.2
ENSG00000268051 AC008395.1
ENSG00000268055 AC067969.1
ENSG00000268069 AC004466.1
ENSG00000268078 AC135012.2
ENSG00000268083 AC008982.1
ENSG00000268089 GABRQ
ENSG00000268091 NA
ENSG00000268093 AC022154.1
ENSG00000268095 ZNF649-AS1
ENSG00000268107 AC003005.1
ENSG00000268112 AC008761.1
ENSG00000268119 AC010615.2
ENSG00000268120 AC010336.3
ENSG00000268130 NA
ENSG00000268133 AC003002.1
ENSG00000268141 NA
ENSG00000268149 AC010336.4
ENSG00000268173 AC007192.1
ENSG00000268181 AC073188.6
ENSG00000268184 AC092364.1
ENSG00000268186 ZNF114-AS1
ENSG00000268193 AC002985.1
ENSG00000268201 AC020915.2
ENSG00000268204 AC008763.1
ENSG00000268205 AC005261.1
ENSG00000268208 NA
ENSG00000268220 AC008040.5
ENSG00000268221 OPN1MW
ENSG00000268223 ARL14EPL
ENSG00000268230 AC012313.3
ENSG00000268262 AC011445.1
ENSG00000268265 NA
ENSG00000268288 AL589765.5
ENSG00000268289 AC020908.1
ENSG00000268292 AC006547.3
ENSG00000268301 NA
ENSG00000268316 AC006272.1
ENSG00000268318 LINC01872
ENSG00000268320 SCGB1C2
ENSG00000268333 AL132655.1
ENSG00000268350 FAM156A
ENSG00000268361 L34079.1
ENSG00000268364 SMC5-AS1
ENSG00000268387 NA
ENSG00000268388 FENDRR
ENSG00000268392 AC003682.1
ENSG00000268400 AC008763.2
ENSG00000268401 AC007785.3
ENSG00000268416 AC010329.1
ENSG00000268423 AC093503.1
ENSG00000268424 NA
ENSG00000268434 AC011530.1
ENSG00000268439 NA
ENSG00000268447 SSX2B
ENSG00000268458 AC011468.3
ENSG00000268470 NA
ENSG00000268471 MIR4453HG
ENSG00000268482 NA
ENSG00000268496 AC245884.9
ENSG00000268500 AC018755.2
ENSG00000268505 AC135012.3
ENSG00000268509 AC026202.3
ENSG00000268516 AC020915.3
ENSG00000268518 AC020909.2
ENSG00000268533 AC003002.2
ENSG00000268536 AC005523.1
ENSG00000268543 AC012313.4
ENSG00000268556 NA
ENSG00000268564 AC003956.1
ENSG00000268565 AC005339.1
ENSG00000268568 AC007228.1
ENSG00000268575 AL031282.2
ENSG00000268580 LINC01966
ENSG00000268592 RAET1E-AS1
ENSG00000268595 AC063977.3
ENSG00000268595 AC063977.3
ENSG00000268595 AC063977.3
ENSG00000268595 AC063977.3
ENSG00000268595 AC063977.3
ENSG00000268595 AC063977.3
ENSG00000268606 MAGEA2
ENSG00000268614 AC008878.2
ENSG00000268615 AL353803.5
ENSG00000268618 AC092316.1
ENSG00000268621 IGFL2-AS1
ENSG00000268629 TEX13A
ENSG00000268649 AL132655.2
ENSG00000268650 AC005759.1
ENSG00000268651 CTAG1A
ENSG00000268655 AC008687.4
ENSG00000268658 LINC00664
ENSG00000268662 NA
ENSG00000268678 AC005261.2
ENSG00000268683 AC020910.1
ENSG00000268696 ZNF723
ENSG00000268714 NA
ENSG00000268729 AC020922.2
ENSG00000268735 NA
ENSG00000268738 HSFX2
ENSG00000268739 AC011473.2
ENSG00000268743 AC008737.1
ENSG00000268744 AC008758.4
ENSG00000268746 AC010519.1
ENSG00000268750 AC010522.1
ENSG00000268754 LINC01081
ENSG00000268781 NA
ENSG00000268784 NA
ENSG00000268790 AC008764.4
ENSG00000268797 AC008537.1
ENSG00000268804 LINC02132
ENSG00000268805 NA
ENSG00000268833 AC243967.2
ENSG00000268845 AC025278.1
ENSG00000268861 AC008878.3
ENSG00000268865 NA
ENSG00000268870 AC008758.5
ENSG00000268882 NA
ENSG00000268895 A1BG-AS1
ENSG00000268912 AC012313.5
ENSG00000268926 AL354861.3
ENSG00000268927 NA
ENSG00000268938 AC005387.1
ENSG00000268940 CT45A1
ENSG00000268941 LINC01711
ENSG00000268960 NA
ENSG00000268964 ERVV-2
ENSG00000268975 MIA-RAB4B
ENSG00000268988 SPANXN2
ENSG00000268994 FAM236B
ENSG00000269026 AC003006.1
ENSG00000269035 AC010319.2
ENSG00000269043 AC008554.1
ENSG00000269050 AC011455.1
ENSG00000269051 NA
ENSG00000269058 CALR3
ENSG00000269064 NA
ENSG00000269066 AC020908.3
ENSG00000269067 ZNF728
ENSG00000269086 AC008555.2
ENSG00000269096 CT45A3
ENSG00000269103 RF00017
ENSG00000269107 AC092329.1
ENSG00000269110 AC010636.2
ENSG00000269113 TRABD2B
ENSG00000269117 NA
ENSG00000269124 AC007193.2
ENSG00000269169 NA
ENSG00000269177 L34079.2
ENSG00000269186 LINC01082
ENSG00000269190 FBXO17
ENSG00000269210 AC019171.1
ENSG00000269220 LINC00528
ENSG00000269226 TMSB15B
ENSG00000269235 ZNF350-AS1
ENSG00000269237 AC010615.4
ENSG00000269242 AC010422.3
ENSG00000269243 AC008894.2
ENSG00000269256 AC024603.1
ENSG00000269282 NA
ENSG00000269289 AC011503.1
ENSG00000269293 ZSCAN16-AS1
ENSG00000269313 MAGIX
ENSG00000269321 AC011466.2
ENSG00000269335 IKBKG
ENSG00000269352 PTOV1-AS2
ENSG00000269356 AL356740.2
ENSG00000269360 NA
ENSG00000269364 LINC01233
ENSG00000269375 NA
ENSG00000269376 AL356740.3
ENSG00000269391 AC010139.1
ENSG00000269403 AC008750.8
ENSG00000269404 SPIB
ENSG00000269405 NXF2
ENSG00000269420 PLA2G4C-AS1
ENSG00000269425 AC104521.1
ENSG00000269437 NXF2B
ENSG00000269463 AP001160.4
ENSG00000269469 AC010619.1
ENSG00000269490 NA
ENSG00000269495 AC011483.2
ENSG00000269502 DMRTC1
ENSG00000269504 AC003973.2
ENSG00000269510 NA
ENSG00000269514 AC024257.3
ENSG00000269524 AC245052.7
ENSG00000269534 AC011466.3
ENSG00000269547 AC011455.2
ENSG00000269549 NA
ENSG00000269556 TMEM185A
ENSG00000269563 NA
ENSG00000269570 AP001350.1
ENSG00000269586 CT45A10
ENSG00000269604 AC005523.2
ENSG00000269609 RPARP-AS1
ENSG00000269621 AL589765.7
ENSG00000269636 NA
ENSG00000269641 NA
ENSG00000269667 AC092723.1
ENSG00000269680 AC008760.1
ENSG00000269688 AC008982.2
ENSG00000269693 AC010422.6
ENSG00000269694 AC005197.1
ENSG00000269696 AC005498.3
ENSG00000269699 ZIM2
ENSG00000269711 AC008763.3
ENSG00000269713 NBPF9
ENSG00000269736 AC010319.5
ENSG00000269741 AC011473.4
ENSG00000269743 SLC25A53
ENSG00000269745 AC006262.3
ENSG00000269755 AC008758.6
ENSG00000269758 AC092070.4
ENSG00000269772 NA
ENSG00000269783 NA
ENSG00000269791 SSX4B
ENSG00000269793 ZIM2-AS1
ENSG00000269807 AC007292.3
ENSG00000269813 AC010336.6
ENSG00000269826 AC092327.2
ENSG00000269858 EGLN2
ENSG00000269859 AC008735.3
ENSG00000269867 AC010326.3
ENSG00000269881 AC004754.1
ENSG00000269883 AC007375.2
ENSG00000269891 ARHGAP19-SLIT1
ENSG00000269897 COMMD3-BMI1
ENSG00000269899 AC025857.2
ENSG00000269909 NA
ENSG00000269915 AP006621.4
ENSG00000269918 AF131215.6
ENSG00000269919 AL022067.1
ENSG00000269921 AC068620.1
ENSG00000269923 NA
ENSG00000269926 DDIT4-AS1
ENSG00000269929 AL158152.1
ENSG00000269930 AC091057.3
ENSG00000269940 AL049840.3
ENSG00000269942 NA
ENSG00000269946 AL158152.2
ENSG00000269947 AC135178.5
ENSG00000269949 AC069307.1
ENSG00000269950 AP000962.1
ENSG00000269952 AL117336.2
ENSG00000269954 AC022239.1
ENSG00000269955 C7orf55-LUC7L2
ENSG00000269956 MKNK1-AS1
ENSG00000269957 AL353811.1
ENSG00000269958 AL049840.4
ENSG00000269962 NA
ENSG00000269963 NA
ENSG00000269964 MEI4
ENSG00000269966 AL136164.2
ENSG00000269967 AL136115.2
ENSG00000269973 AC010969.2
ENSG00000269974 AC091057.4
ENSG00000269983 AC146944.4
ENSG00000269994 AL513318.2
ENSG00000270008 AL137247.1
ENSG00000270011 ZNF559-ZNF177
ENSG00000270015 AC087481.3
ENSG00000270018 NA
ENSG00000270020 AC009108.3
ENSG00000270022 Z93241.1
ENSG00000270024 NA
ENSG00000270030 AC136475.7
ENSG00000270039 AC025165.5
ENSG00000270055 AC127502.2
ENSG00000270059 AC121493.1
ENSG00000270061 AC068790.5
ENSG00000270062 AL606834.2
ENSG00000270066 AL356488.2
ENSG00000270071 AP001172.1
ENSG00000270076 AF131215.7
ENSG00000270082 AC010531.7
ENSG00000270083 AL021878.2
ENSG00000270084 GAS5-AS1
ENSG00000270087 ZNF503
ENSG00000270093 NA
ENSG00000270094 AL670729.2
ENSG00000270095 AC068790.6
ENSG00000270105 AC136475.8
ENSG00000270106 TSNAX-DISC1
ENSG00000270108 AL049840.5
ENSG00000270113 NA
ENSG00000270115 AL513327.3
ENSG00000270127 AC027020.2
ENSG00000270132 NA
ENSG00000270133 AC025766.1
ENSG00000270136 MINOS1-NBL1
ENSG00000270139 AP001172.2
ENSG00000270147 AC068620.2
ENSG00000270149 AL591806.3
ENSG00000270157 AC004918.3
ENSG00000270160 NA
ENSG00000270170 NCBP2-AS2
ENSG00000270171 AL359881.3
ENSG00000270174 AL022097.1
ENSG00000270179 AP002840.2
ENSG00000270181 BIVM-ERCC5
ENSG00000270235 NA
ENSG00000270249 AC093668.1
ENSG00000270265 AC104819.3
ENSG00000270276 HIST2H4B
ENSG00000270277 AC009948.3
ENSG00000270299 AL121758.1
ENSG00000270316 BORCS7-ASMT
ENSG00000270321 AC007953.2
ENSG00000270332 SMC2-AS1
ENSG00000270362 HMGN3-AS1
ENSG00000270379 HEATR9
ENSG00000270386 NA
ENSG00000270419 CAHM
ENSG00000270426 AC099343.2
ENSG00000270462 AC005034.2
ENSG00000270482 AC026367.1
ENSG00000270540 AC093915.1
ENSG00000270550 IGHV3-30
ENSG00000270571 AC007681.1
ENSG00000270574 AC010680.2
ENSG00000270580 PKD1P6-NPIPP1
ENSG00000270589 AL158163.1
ENSG00000270599 NA
ENSG00000270604 HCG17
ENSG00000270617 URGCP-MRPS24
ENSG00000270628 NA
ENSG00000270629 NBPF14
ENSG00000270640 AC104695.3
ENSG00000270641 TSIX
ENSG00000270647 TAF15
ENSG00000270661 Z99289.2
ENSG00000270673 YTHDF3-AS1
ENSG00000270696 AC005034.3
ENSG00000270757 HSPE1-MOB4
ENSG00000270760 AD001527.1
ENSG00000270765 GAS2L2
ENSG00000270792 AL050403.2
ENSG00000270800 RPS10-NUDT3
ENSG00000270806 C17orf50
ENSG00000270816 LINC00221
ENSG00000270876 ZNF30-AS1
ENSG00000270879 NA
ENSG00000270882 HIST2H4A
ENSG00000270885 RASL10B
ENSG00000270894 AC015849.4
ENSG00000270898 GPR75-ASB3
ENSG00000270919 AC108451.2
ENSG00000270933 AC010719.1
ENSG00000270946 CT45A9
ENSG00000270953 AC007938.3
ENSG00000270956 AC009948.4
ENSG00000270959 LPP-AS2
ENSG00000271011 AC010680.3
ENSG00000271020 NA
ENSG00000271046 AL512631.1
ENSG00000271065 AC107031.1
ENSG00000271079 CTAGE15
ENSG00000271092 TMEM56-RWDD3
ENSG00000271119 AC026412.3
ENSG00000271127 AP000526.1
ENSG00000271151 AC016737.1
ENSG00000271155 AL161729.1
ENSG00000271156 AC090578.2
ENSG00000271216 LINC01050
ENSG00000271218 AL033384.2
ENSG00000271239 AC007423.1
ENSG00000271270 TMCC1-AS1
ENSG00000271271 UGT2A2
ENSG00000271303 SRXN1
ENSG00000271321 CTAGE6
ENSG00000271324 NA
ENSG00000271334 LINC02104
ENSG00000271366 AC002128.2
ENSG00000271367 AL034374.1
ENSG00000271382 AC012464.3
ENSG00000271383 NBPF19
ENSG00000271409 AC073176.2
ENSG00000271420 AL109936.2
ENSG00000271425 NBPF10
ENSG00000271434 AL445237.1
ENSG00000271447 MMP28
ENSG00000271449 CT45A2
ENSG00000271503 CCL5
ENSG00000271522 AC016831.5
ENSG00000271538 LINC02427
ENSG00000271579 AC078880.3
ENSG00000271590 AC108463.3
ENSG00000271605 MILR1
ENSG00000271614 ATP2B1-AS1
ENSG00000271643 AC112220.2
ENSG00000271653 AC097359.3
ENSG00000271670 AC010998.2
ENSG00000271698 AC233992.2
ENSG00000271723 MROH7-TTC4
ENSG00000271724 AC011396.3
ENSG00000271725 AC103858.1
ENSG00000271727 AL357054.2
ENSG00000271739 RNU1-29P
ENSG00000271741 AC114490.2
ENSG00000271743 AF287957.1
ENSG00000271754 AL355802.2
ENSG00000271755 AL031118.1
ENSG00000271757 AP002360.2
ENSG00000271758 AC044810.3
ENSG00000271762 NA
ENSG00000271763 AC091544.5
ENSG00000271766 AC010424.2
ENSG00000271771 AC139792.1
ENSG00000271774 AL109930.1
ENSG00000271788 AC008875.1
ENSG00000271795 AC011337.1
ENSG00000271797 AC008494.3
ENSG00000271798 SNORA51
ENSG00000271803 AL121906.1
ENSG00000271810 AL603832.3
ENSG00000271811 Z97200.1
ENSG00000271816 BMS1P4
ENSG00000271819 RNU6-94P
ENSG00000271821 AL662844.3
ENSG00000271824 SMIM32
ENSG00000271828 AC008937.3
ENSG00000271830 AC012213.4
ENSG00000271833 AL445222.1
ENSG00000271843 AC012557.1
ENSG00000271850 LINC02343
ENSG00000271853 AL162258.1
ENSG00000271855 AC073195.1
ENSG00000271856 LINC01215
ENSG00000271858 CYB561D2
ENSG00000271860 AL589740.1
ENSG00000271862 AC104118.1
ENSG00000271880 AGAP11
ENSG00000271888 AL136162.1
ENSG00000271889 AC016747.2
ENSG00000271894 AC007744.1
ENSG00000271895 AL109811.3
ENSG00000271901 AL161716.1
ENSG00000271904 AC091826.2
ENSG00000271911 AL357054.3
ENSG00000271918 AC034236.2
ENSG00000271922 RF01210
ENSG00000271923 RNU6-86P
ENSG00000271937 AC104187.1
ENSG00000271941 NA
ENSG00000271949 AC093423.3
ENSG00000271952 LINC01954
ENSG00000271955 AC007100.1
ENSG00000271959 AC100803.3
ENSG00000271963 AC026786.2
ENSG00000271964 AC090948.1
ENSG00000271982 SNORD58B
ENSG00000271992 AL354872.2
ENSG00000271993 AC126118.1
ENSG00000271998 AC034229.3
ENSG00000272002 AC010904.2
ENSG00000272003 NA
ENSG00000272005 NA
ENSG00000272009 AL121944.1
ENSG00000272020 RNU1-30P
ENSG00000272021 AC008592.5
ENSG00000272031 ANKRD34A
ENSG00000272033 AL136984.1
ENSG00000272034 SNORD14A
ENSG00000272047 GTF2H5
ENSG00000272049 AC091965.4
ENSG00000272056 AC013472.3
ENSG00000272084 AL137127.1
ENSG00000272085 AC091979.2
ENSG00000272088 AL512413.1
ENSG00000272100 AL513218.1
ENSG00000272104 Z84492.1
ENSG00000272115 AC233992.3
ENSG00000272121 AC006058.3
ENSG00000272137 AL451064.1
ENSG00000272138 LINC01607
ENSG00000272140 AC022400.5
ENSG00000272141 AL390719.2
ENSG00000272143 FGF14-AS2
ENSG00000272155 AC055822.1
ENSG00000272159 AC087623.3
ENSG00000272161 AL589739.1
ENSG00000272162 AL024498.2
ENSG00000272166 RF01161
ENSG00000272168 CASC15
ENSG00000272173 U47924.2
ENSG00000272180 AC011306.1
ENSG00000272181 AC012557.2
ENSG00000272183 AC005041.3
ENSG00000272196 HIST2H2AA4
ENSG00000272197 RN7SL803P
ENSG00000272202 AC097358.2
ENSG00000272223 AL136304.1
ENSG00000272235 AL590438.1
ENSG00000272237 RF00402
ENSG00000272239 AC011373.1
ENSG00000272259 LINC01749
ENSG00000272265 AC034236.3
ENSG00000272267 AC021242.3
ENSG00000272273 IER3-AS1
ENSG00000272274 LINC00551
ENSG00000272277 AL031963.3
ENSG00000272282 LINC02084
ENSG00000272291 NA
ENSG00000272296 SNORD96A
ENSG00000272297 AC018709.1
ENSG00000272298 AC091544.6
ENSG00000272301 AP002360.3
ENSG00000272304 AC096721.1
ENSG00000272305 AC096887.1
ENSG00000272316 AL021368.2
ENSG00000272320 AL445309.1
ENSG00000272323 AC026801.2
ENSG00000272324 AC012629.2
ENSG00000272325 NUDT3
